,Unnamed: 0,channel_name,published_date,view_count,video_url,title,Label
18,18,Arianney Marey,2022-09-09T16:00:19Z,162,https://www.youtube.com/watch?v=_gv25GIi-_M,"west coast vlog | exploring + yummy food + beach in california, going out in vegas, 4 hrs in seattle",bad
19,19,Arianney Marey,2022-08-20T14:00:07Z,8420,https://www.youtube.com/watch?v=EalSCsJh12I,"EGYPT Travel Guide | What I Wore | what to pack, outfit ideas for guys & ladies, tips + more pt 3",bad
20,20,Arianney Marey,2022-08-18T14:00:26Z,11426,https://www.youtube.com/watch?v=zvwXURBYVJo,"EGYPT Travel Guide | one-week Itinerary | things to do, food + more | helping you plan the trip pt 2",bad
21,21,Arianney Marey,2022-06-22T18:00:34Z,16712,https://www.youtube.com/watch?v=FlVVisPgCLw,"EGYPT Travel Guide | Things to Know Before Visiting | tips, avoid scams, female travel safety & more",bad
22,22,Arianney Marey,2022-06-05T15:00:02Z,2239,https://www.youtube.com/watch?v=70EoKoMES64,gymshark sale try on haul 2022 | lookbook | must haves | up to 60% | styling 9 pieces,bad
23,23,Arianney Marey,2022-05-01T15:00:03Z,193,https://www.youtube.com/watch?v=7ozzVvv26xs,"maine vlog 2021 | portland & bar harbor, fail sunrise at acadia national park, best lobster roll",bad
24,24,Arianney Marey,2022-03-23T18:00:09Z,147,https://www.youtube.com/watch?v=OE0hnTTTjh0,"washington, dc vlog 2021 | fun family weekend getaway, national mall, missed the cherry blossoms",bad
25,25,Arianney Marey,2022-03-07T16:00:14Z,620,https://www.youtube.com/watch?v=JICOCMtY4wU,"jordan vlog 2022 | sang at petra one of the 7 wonders, wadi rum bubble tent, floated in the dead sea",bad
26,26,Arianney Marey,2022-02-27T17:00:06Z,19898,https://www.youtube.com/watch?v=43oCA7j_1vM,"egypt vlog 2022 | exploring cairo, don't go inside the pyramid of giza, insta-worthy hotel | pt 4",bad
27,27,Arianney Marey,2022-02-25T19:00:16Z,1968,https://www.youtube.com/watch?v=shye3zvS-3c,"egypt vlog 2022 | sunrise hot air balloon ride in luxor, king tut's mummy, karnak temple | pt 3",bad
28,28,Arianney Marey,2022-02-23T17:04:03Z,1470,https://www.youtube.com/watch?v=Z3PB6XJwpNM,"egypt vlog 2022 | abu simbel private show, philae temple, visiting as a woman, trying koshari | pt 2",bad
29,29,Arianney Marey,2022-02-20T16:00:04Z,2800,https://www.youtube.com/watch?v=BMGvWr6JgRg,"egypt vlog 2022 | missed our flight to cairo, held a baby crocodile in aswan nubian village | pt 1",bad
30,30,Arianney Marey,2022-02-19T19:59:59Z,481,https://www.youtube.com/watch?v=2kIBu1NpBn0,"sarasota, fl vlog | chasing sunsets, food adventure, siesta key beach, best sushi i've ever had",bad
31,31,Arianney Marey,2022-02-18T19:07:44Z,724,https://www.youtube.com/watch?v=_TNGL4i6PFk,"tulum vlog | street food, cenotes, we had to put our friend in the trunk",bad
32,32,Paint Your Lifestyle,2023-12-05T19:15:45Z,3828,https://www.youtube.com/watch?v=6ORfWaWQEjM,One week in the Philippines 🇵🇭 #shorts,bad
33,33,Paint Your Lifestyle,2023-12-05T17:00:17Z,1405,https://www.youtube.com/watch?v=LheXYDSbK1E,Instagram Vs Reality #shorts,bad
34,34,Paint Your Lifestyle,2023-12-03T15:00:42Z,229,https://www.youtube.com/watch?v=rYcop32Sn8k,They said THIS was the most BEAUTIFUL BEACH In EL NIDO? NACPAN BEACH,bad
35,35,Paint Your Lifestyle,2023-12-01T22:40:58Z,2235,https://www.youtube.com/watch?v=BJUKF1PDbE0,How Much I Spent Traveling 5 ASIAN COUNTRIES #shorts,bad
36,36,Paint Your Lifestyle,2023-11-26T22:48:17Z,12364,https://www.youtube.com/watch?v=fODKKgHegYk,Why is Korean culture like this? #shorts,bad
37,37,Paint Your Lifestyle,2023-11-26T02:26:37Z,2897,https://www.youtube.com/watch?v=7fdubHo4-2o,I visited the most BEAUTIFUL ISLAND in the world #shorts,bad
38,38,Paint Your Lifestyle,2023-11-25T14:02:04Z,1136,https://www.youtube.com/watch?v=617OZqgOwhg,Coron Vs El Nido(Which is Better?) #shorts,bad
39,39,Paint Your Lifestyle,2023-11-23T14:00:19Z,2264,https://www.youtube.com/watch?v=UXzCkyaCV0Y,I RENTED A PHILIPPINE ISLAND FOR $36,bad
40,40,Paint Your Lifestyle,2023-11-17T17:00:24Z,477,https://www.youtube.com/watch?v=Zp5xN2J2kyM,The CRAZIEST McDonald's Menu is in the Philippines 🇵🇭 (Spaghetti & Fried Chicken),bad
41,41,Paint Your Lifestyle,2023-11-10T18:00:07Z,3140,https://www.youtube.com/watch?v=a3Oa-2oonxU,PHILIPPINES HAS THIS!? MASSKARA FESTIVAL In BACOLOD Is CRAZY!,bad
42,42,Paint Your Lifestyle,2023-11-07T19:48:14Z,1004,https://www.youtube.com/watch?v=Sz_z-ChHQkU,I See Why Locals Call This Place The City Of Smiles (BACOLOD),bad
43,43,Paint Your Lifestyle,2023-11-06T15:00:39Z,368,https://www.youtube.com/watch?v=htGKXF-YJWM,I Flew To Mexico City To Celebrate Day Of The Dead/Dia De Los Muertos(SHOCKING!),bad
44,44,Paint Your Lifestyle,2023-11-02T15:00:26Z,5406,https://www.youtube.com/watch?v=YnKKiQ84Se8,We Visited Philippines POOR & RICHEST Neighborhoods (Tondo Slums),bad
45,45,Paint Your Lifestyle,2023-11-01T16:00:20Z,2926,https://www.youtube.com/watch?v=fCwqjBbFkzA,Renting a Philipino Island 🏝️ for $36! #shorts,bad
46,46,Paint Your Lifestyle,2023-10-30T16:46:03Z,1914,https://www.youtube.com/watch?v=uQgjm6iR43E,Filipina Girl takes me inside the WALLED CITY of MANILLA,bad
47,47,Paint Your Lifestyle,2023-10-29T16:37:16Z,6541,https://www.youtube.com/watch?v=JFzRQ3TqhPs,My FIRST TIME In MANILA PHILIPPINES 🇵🇭,bad
48,48,Paint Your Lifestyle,2023-10-18T19:38:16Z,735,https://www.youtube.com/watch?v=gws0fpgd-NA,FIRST IMPRESSIONS OF CAMBODIA(SIEM REAP),bad
49,49,Paint Your Lifestyle,2023-10-16T20:29:29Z,1831,https://www.youtube.com/watch?v=y5Kpp6w45hg,Staying In A Hotel Made Of GOLD #shorts,bad
50,50,Paint Your Lifestyle,2023-10-13T21:42:42Z,257,https://www.youtube.com/watch?v=5pzQyC1pNOE,AMERICANS TRY KOREAN SNACKS(한국어 자막),bad
51,51,Paint Your Lifestyle,2023-10-12T17:41:09Z,455,https://www.youtube.com/watch?v=d0UXfTsAH48,Introducing Drones To Kids In Cambodia #shorts,bad
52,52,Paint Your Lifestyle,2023-10-08T23:05:18Z,272,https://www.youtube.com/watch?v=UO8lQi0e4I8,What you should know traveling to Taiwan #shorts,bad
53,53,Paint Your Lifestyle,2023-10-06T21:04:16Z,982,https://www.youtube.com/watch?v=HSgttD18lVo,Risking my life for the PERFECT SHOT-Hanoi Train Street #shorts,bad
54,54,Paint Your Lifestyle,2023-10-03T17:28:52Z,2811,https://www.youtube.com/watch?v=riNg2cw5n-8,What it’s like being BLACK IN VIETNAM PT.3 #shorts,bad
55,55,Paint Your Lifestyle,2023-10-03T16:10:03Z,2458,https://www.youtube.com/watch?v=MQCUmWoPYNI,What it’s like being BLACK IN VIETNAM PT.2 #shorts,bad
56,56,Paint Your Lifestyle,2023-09-30T15:00:19Z,236,https://www.youtube.com/watch?v=V6NBKeZV4f4,North Koreas DANGEROUS BORDER - Inside the DMZ (한국어 자막),bad
57,57,Paint Your Lifestyle,2023-09-29T19:58:28Z,558,https://www.youtube.com/watch?v=S6KGR7fiYUg,What’s it like being BLACK IN TAIWAN #shorts,bad
58,58,Paint Your Lifestyle,2023-09-28T15:54:13Z,5089,https://www.youtube.com/watch?v=47hoWLe2mO4,What it’s like being BLACK In VIETNAM #shorts,bad
59,59,Paint Your Lifestyle,2023-09-26T14:11:57Z,2251,https://www.youtube.com/watch?v=UJiSie_9ab4,$20 Tiny Hotel Room South Korea #shorts,bad
60,60,Paint Your Lifestyle,2023-09-25T15:37:48Z,360,https://www.youtube.com/watch?v=eaY6T7Nj23M,Black Man Got SEOUL | GYEONGBOKGUNG PALACE (한국어 자막),bad
61,61,Paint Your Lifestyle,2023-09-24T04:48:37Z,458,https://www.youtube.com/watch?v=Nfw8di7vQOo,Asking Taiwan People Thier English Names #shorts,bad
62,62,Paint Your Lifestyle,2023-09-20T19:51:25Z,590,https://www.youtube.com/watch?v=oU-CMx3teBg,Black Guy Reacts To Taiwan Fried Chicken!!! #shorts,bad
63,63,Paint Your Lifestyle,2023-09-16T06:31:29Z,452,https://www.youtube.com/watch?v=j5fijUEhKQY,SEOUL KOREAS CRAZIEST MARKET (Namdemun) 한국어 자막,bad
64,64,Paint Your Lifestyle,2023-09-15T18:38:25Z,933,https://www.youtube.com/watch?v=6fSWCYum1Ws,My FIRST IMPRESSIONS Of SOUTH KOREA(한국어 자막),bad
65,65,Paint Your Lifestyle,2023-09-14T15:05:13Z,1161,https://www.youtube.com/watch?v=KtGBv1f5u44,Would you eat this EXOTIC KOREAN DISH? #shorts,bad
66,66,Paint Your Lifestyle,2023-09-13T11:02:16Z,4193,https://www.youtube.com/watch?v=m-bQIcNn8r4,Koreans are built DIFFERENT!! #shorts,bad
67,67,Paint Your Lifestyle,2023-09-13T06:46:52Z,2749,https://www.youtube.com/watch?v=Xg2tRwwpErE,What you should know traveling to South Korea 🇰🇷 #shorts,bad
68,68,Paint Your Lifestyle,2023-09-09T02:14:24Z,722,https://www.youtube.com/watch?v=RRkKDa28sow,Learning Korean From The Locals #shorts,bad
69,69,Paint Your Lifestyle,2023-09-02T22:44:51Z,466,https://www.youtube.com/watch?v=cOjABvHmIfg,First Impressions Of Istanbul Turkey #shorts,bad
70,70,Paint Your Lifestyle,2023-09-01T19:00:31Z,2114,https://www.youtube.com/watch?v=nXgZ5UHqrwM,$1 Shoe Cleaning in Guatemala City #shorts,bad
71,71,Paint Your Lifestyle,2023-09-01T16:00:10Z,364,https://www.youtube.com/watch?v=7tW0Vbe1M1U,I Didn’t Know Movie Theaters DO THIS Overseas #shorts,bad
72,72,Paint Your Lifestyle,2023-08-31T16:00:44Z,1974,https://www.youtube.com/watch?v=vQYD8clSbJI,$11 Colombian Capsule Hotel #shorts,bad
73,73,Paint Your Lifestyle,2023-08-30T22:01:14Z,45493,https://www.youtube.com/watch?v=Ko-ME9WU3zc,"How Much TikTok Paid Me For 1,000,000 Views",bad
74,74,Paint Your Lifestyle,2023-08-24T16:00:43Z,178,https://www.youtube.com/watch?v=vuDtyg707hg,"$120 “First Class” Train Ride in Cairo,Egypt #shorts",bad
75,75,Paint Your Lifestyle,2023-08-23T16:00:05Z,1763,https://www.youtube.com/watch?v=839FTOt2qQU,"$3 Haircut in Cordoba, Argentina 🇦🇷  #shorts",bad
76,76,Paint Your Lifestyle,2023-08-18T16:00:37Z,613,https://www.youtube.com/watch?v=dxGPw4mQcug,I Quit My Job To Travel FULL TIME(Bad Choice or Good?),bad
77,77,Paint Your Lifestyle,2023-08-08T16:00:20Z,3188,https://www.youtube.com/watch?v=RKIlPyUhZ8w,No One Told Me Acapulco Mexico Would Be Like This!,bad
78,78,Paint Your Lifestyle,2023-08-06T16:00:35Z,1254,https://www.youtube.com/watch?v=oZwq-5MPCRA,Mexico's Best-Kept Secret | Grutas De Tolantongo,bad
79,79,Paint Your Lifestyle,2023-08-05T16:00:33Z,3308,https://www.youtube.com/watch?v=d7XWccHB6cg,First Person POV Of The Rainbow Slide In El Salvador #shorts,bad
80,80,Paint Your Lifestyle,2023-08-01T16:00:05Z,14500,https://www.youtube.com/watch?v=77z19qG4d5M,EL SALVADOR | Why 2023 Is The Time To Visit,bad
81,81,Paint Your Lifestyle,2023-07-30T16:00:15Z,460,https://www.youtube.com/watch?v=F7qngYCCmCI,Giving Food to Homeless Colombian Women,bad
82,82,Egypt Adventures Travel,2023-12-06T15:54:13Z,8373,https://www.youtube.com/watch?v=Lrblq2cjpp4,NEW: The Grand Egyptian Museum Opens the Grand Staircase (see it here!),bad
83,83,Egypt Adventures Travel,2023-12-04T14:10:55Z,217,https://www.youtube.com/watch?v=nqA333oHNu0,"Homemade Egyptian Food at طبخه Space, delicious and authentic Egyptian comfort food!",bad
84,84,Egypt Adventures Travel,2023-11-08T17:37:32Z,335,https://www.youtube.com/watch?v=lcfHdt37YMQ,El Fayoum Oasis and Tunis Village Day Trip from Cairo #discoveregypt #visitegypt #egypttravel,bad
85,85,Egypt Adventures Travel,2023-10-31T14:45:23Z,1642,https://www.youtube.com/watch?v=6A2m4lxapQ0,"NONSTOP EgyptAir Flight: Washington, DC to Cairo International Airport in ONLY 10.5 Hours!",bad
86,86,Egypt Adventures Travel,2023-10-23T15:34:41Z,12225,https://www.youtube.com/watch?v=y-ibSrjdADg,"Is Egypt Safe? Israel, Gaza Update",bad
87,87,Egypt Adventures Travel,2023-10-05T15:26:28Z,453,https://www.youtube.com/watch?v=rE0rMVDiFJk,Sunset on the Nile at the Hilton Luxor Resort and Spa,bad
88,88,Egypt Adventures Travel,2023-09-19T23:17:29Z,1837,https://www.youtube.com/watch?v=FX5YDaLmAqM,Grand Egyptian Museum King Tut Exhibit: New Tutankhamun Exhibition at the GEM opening in November!,bad
89,89,Egypt Adventures Travel,2023-09-05T16:11:15Z,507,https://www.youtube.com/watch?v=rpu_Rp0OQ_s,Private Dahabeya Nile Cruise and Egypt Tour -- one suite left!,bad
90,90,Egypt Adventures Travel,2023-08-30T18:19:31Z,5981,https://www.youtube.com/watch?v=G7u0nbCYFWk,Grand Egyptian Museum Opening Update: New Tours,bad
91,91,Egypt Adventures Travel,2023-06-08T22:40:03Z,665,https://www.youtube.com/watch?v=vajksfn4zBk,NEW EgyptAir flight  Newark EWR to Cairo Egypt NONSTOP2,bad
92,92,Egypt Adventures Travel,2023-06-08T22:17:55Z,2235,https://www.youtube.com/watch?v=Uzv0dgndko4,NEW EgyptAir flight: Newark EWR to Cairo Egypt NONSTOP,bad
93,93,Egypt Adventures Travel,2023-05-18T13:59:31Z,5571,https://www.youtube.com/watch?v=fYb6IDec1JA,2 Days in Cairo Itinerary: Where to Go and Eat!,bad
94,94,Egypt Adventures Travel,2023-05-05T15:20:13Z,3458,https://www.youtube.com/watch?v=w34XzjnVYkw,Is Seti I Tomb worth it? Look inside this Valley of the Kings tomb!,bad
95,95,Egypt Adventures Travel,2023-03-15T07:23:43Z,1844,https://www.youtube.com/watch?v=Q3q4gFZp-B8,Egyptian Museum: downtown Cairo museum at Tahrir Square with thousands of ancient Egyptian artifacts,bad
96,96,Egypt Adventures Travel,2023-03-14T19:14:36Z,12273,https://www.youtube.com/watch?v=YlABG34DXi8,"Egypt Group Tour in 60 Seconds: Nile Cruise, Giza Pyramids, & Street Food in Cairo, Luxor, & Aswan",bad
97,97,Egypt Adventures Travel,2023-03-02T22:00:14Z,1950,https://www.youtube.com/watch?v=_AM1zJpo58A,"Egypt souvenirs from Fair Trade Egypt: authentic, handmade, and in the heart of Cairo!",bad
98,98,Egypt Adventures Travel,2023-02-23T10:31:49Z,1904,https://www.youtube.com/watch?v=fY-juj1KmSg,Egypt Group Tour and Nile Cruise with Egypt Adventures Travel: What to Expect,bad
99,99,Egypt Adventures Travel,2023-02-22T15:31:15Z,3187,https://www.youtube.com/watch?v=RKxJApxKibc,Grand Egyptian Museum in Giza— Great Hall Fully Open to Public! #egypttravel #grandegyptianmuseum,bad
100,100,Egypt Adventures Travel,2023-02-16T10:56:16Z,31073,https://www.youtube.com/watch?v=y4gozBaHfM0,GEM Sneak Peek! Cairo's Grand Egyptian Museum Opening in 2023 for Special Events,bad
101,101,Egypt Adventures Travel,2023-02-14T14:08:45Z,1076,https://www.youtube.com/watch?v=gZfVS0m59cI,Grand Egyptian Museum Open for Art Cairo (last day)!,bad
102,102,Egypt Adventures Travel,2022-12-15T06:00:17Z,7234,https://www.youtube.com/watch?v=wDC9VzWkxnY,Cairo Metro Line 3: Egypt's Cairo metro stations just opened two new stops!,bad
103,103,Egypt Adventures Travel,2022-12-08T17:13:54Z,1900,https://www.youtube.com/watch?v=3SkOOqTl0R0,Tell el Amarna Guide — Akhenaten moved Egypt’s capital here during the Amarna Period in Egypt,bad
104,104,Egypt Adventures Travel,2022-11-30T22:00:18Z,3247,https://www.youtube.com/watch?v=qJFpyNH04D4,Cairo International Airport Hotel Le Meridien: Attached To CAI Terminal 3!,bad
105,105,Egypt Adventures Travel,2022-11-23T22:00:18Z,1023,https://www.youtube.com/watch?v=MDHlo47DEPE,Travel to Egypt on a budget and save $ by hacking credit cards to get hotels and flights for cheap!,bad
106,106,Egypt Adventures Travel,2022-11-18T00:14:52Z,10158,https://www.youtube.com/watch?v=jxynezcWtoI,GEM Soft Opening: Cairo’s new Grand Egyptian Museum announces trial operations period,bad
107,107,Egypt Adventures Travel,2022-11-16T22:00:20Z,779,https://www.youtube.com/watch?v=OFec0UrQaaw,Using a private Egypt guide and itinerary: Laura's testimonial working with Egypt Adventures Travel,bad
108,108,Egypt Adventures Travel,2022-11-10T06:00:03Z,2153,https://www.youtube.com/watch?v=3mVhuBw96Gs,"10 Days Egypt Itinerary: Nile Cruise, Cairo, Giza, Luxor, Aswan, and Alexandria!",bad
109,109,Egypt Adventures Travel,2022-11-04T05:21:32Z,5849,https://www.youtube.com/watch?v=3KJByMwX8X4,"7 Days Egypt Itinerary: Nile Cruise, Cairo, Giza, Luxor, Aswan, and Alexandria!",bad
110,110,Egypt Adventures Travel,2022-10-27T05:00:12Z,5320,https://www.youtube.com/watch?v=U_DLkjNhqtU,"Cairo's Three Museums: Grand Egyptian Museum (GEM), Egyptian Museum, NMEC...what's the difference?!",bad
111,111,Egypt Adventures Travel,2022-10-20T05:00:08Z,1978,https://www.youtube.com/watch?v=LSIAVwuFOVE,How many days to spend in Egypt: Is one week enough time in Egypt?,bad
112,112,Egypt Adventures Travel,2022-10-15T05:00:14Z,38962,https://www.youtube.com/watch?v=c_lDzi9X8NQ,6 Egyptian Street Foods To Try In Cairo,bad
113,113,Egypt Adventures Travel,2022-10-14T16:55:30Z,5932,https://www.youtube.com/watch?v=unALj-R_wtY,BREAKING: Grand Egyptian Museum *might* open the Main Hall on 1 November!,bad
114,114,Egypt Adventures Travel,2022-10-13T05:00:08Z,2054,https://www.youtube.com/watch?v=SHCPo3wrGoI,Do You Need A Private Guide In Egypt? 5 Reasons to Hire an Egypt Guide for Your Trip,bad
115,115,Egypt Adventures Travel,2022-10-06T05:00:27Z,7119,https://www.youtube.com/watch?v=_fJ7G4dNFfs,"Best time to visit Egypt? When is the best (and worst) month to go to Cairo, and more!",bad
116,116,Egypt Adventures Travel,2022-09-29T05:00:12Z,13387,https://www.youtube.com/watch?v=fBU3V8cXjU8,Grand Egyptian Museum opening update: When will Cairo's new museum open?,bad
117,117,Egypt Adventures Travel,2022-09-22T05:00:21Z,3425,https://www.youtube.com/watch?v=tlnYp1VEQJM,Is Nefertari's Tomb Worth It? Look Inside Luxor’s $100 Tomb at the Valley of the Queens,bad
118,118,Egypt Adventures Travel,2022-09-17T14:00:03Z,4486,https://www.youtube.com/watch?v=5VChAlEfZXY,"Baggage policies for Domestic flights in Egypt: Air Cairo, EgyptAir, and Nile Air",bad
119,119,Egypt Adventures Travel,2022-09-08T05:00:15Z,1643,https://www.youtube.com/watch?v=nfdwvf7X6cU,What a guided tour with Egypt Adventures Travel is like,bad
120,120,Egypt Adventures Travel,2022-09-01T05:00:07Z,845,https://www.youtube.com/watch?v=WCl315pggn4,"King of Quail: Local Restaurant in Alexandria, Egypt مطعم ملك السمان في الاسكندرية",bad
121,121,Egypt Adventures Travel,2022-08-25T05:00:13Z,24208,https://www.youtube.com/watch?v=IGuo05olNC0,"Tourist Entry Visa to Egypt:  Should I buy the online e-Visa, or at Cairo Airport upon arrival?",bad
122,122,Egypt Adventures Travel,2022-08-18T05:00:15Z,14909,https://www.youtube.com/watch?v=QRkrGxxwaEc,Can I wear Shorts in Egypt? Advice on what men and women should pack and wear in Cairo and more!,bad
123,123,Egypt Adventures Travel,2022-08-11T05:00:25Z,1898,https://www.youtube.com/watch?v=Zs0i4Npddmk,How to get to Egypt's Khan el Khalilii Market from downtown Cairo using public transportation,bad
124,124,Egypt Adventures Travel,2022-08-04T14:41:43Z,3034,https://www.youtube.com/watch?v=E9v8Ci9jimE,Egypt Relaxes Street Photography Regulations,bad
125,125,Egypt Adventures Travel,2022-07-28T05:00:17Z,1972,https://www.youtube.com/watch?v=kYnOg4OYi4I,"Tunis Village in Fayoum Oasis: Egypt's hidden paradise for pottery, horseback riding, and more!",bad
126,126,Egypt Adventures Travel,2022-07-22T02:45:20Z,1225,https://www.youtube.com/watch?v=FI28XkNEYoY,"COVID UPDATE: Egypt drops Covid-19 entry requirements: no vaccine, PCR, or antigen test required!",bad
127,127,Egypt Adventures Travel,2022-07-14T10:00:02Z,14760,https://www.youtube.com/watch?v=2rISmFGMoFc,Tipping in Egypt: Can I tip in dollars or Egyptian pounds? Whom do I tip? How much to tip? And more!,bad
128,128,Egypt Adventures Travel,2022-07-09T14:46:02Z,10970,https://www.youtube.com/watch?v=HuCTNVWWjgs,Is Egypt safe for gay and lesbian travelers?,bad
129,129,Egypt Adventures Travel,2022-06-30T21:31:45Z,1151,https://www.youtube.com/watch?v=2lE3YwHUPe0,Take a Microbus from Cairo to Tunis Village موصلات من وسط البلد ل قرية تونس,bad
130,130,Egypt Adventures Travel,2022-06-23T11:00:08Z,1522,https://www.youtube.com/watch?v=GYcBxMvDWPc,"How to take a microbus in Alexandria, Egypt",bad
131,131,Egypt Adventures Travel,2022-06-17T19:41:00Z,345,https://www.youtube.com/watch?v=gPfJpCmeHCY,Covid Update! USA no longer requires PCR or Antigen tests to return from Egypt,bad
132,132,GO _deck,2023-09-26T23:25:59Z,538,https://www.youtube.com/watch?v=oMYIZaZXsqo,❮Tech Deck❯ Girl Skateboards - Brophy GSSC (Common),bad
133,133,GO _deck,2023-09-25T17:26:43Z,6036,https://www.youtube.com/watch?v=FbVuGUIF5fM,Tech Deck Pro Daily Grind Pack,bad
134,134,GO _deck,2023-09-25T02:26:33Z,5013,https://www.youtube.com/watch?v=iRGs5-VIez0,❮Tech Deck❯ DLX Pro 10 Pack,bad
135,135,GO _deck,2023-09-22T11:57:32Z,12912,https://www.youtube.com/watch?v=gmOQw8J-YeA,❮Tech Deck❯ The Cheapest Storage (DIY),bad
136,136,GO _deck,2023-09-19T07:19:08Z,200,https://www.youtube.com/watch?v=vgJwewHC9W4,❮Tech Deck❯ Enjoi - Ladybug Big Dreams (Common),bad
137,137,GO _deck,2023-09-16T01:27:56Z,5268,https://www.youtube.com/watch?v=n3gVTgbhRcc,❮Tech Deck❯  Shred Pyramid Set,bad
138,138,GO _deck,2023-09-12T12:06:25Z,106,https://www.youtube.com/watch?v=_nIK9FA2FBQ,❮Tech Deck❯ Blind Nine Lives Deck (Rare),bad
139,139,GO _deck,2023-09-04T23:45:05Z,459,https://www.youtube.com/watch?v=WqmqkgwevZQ,❮Tech Deck❯ Bendy Boards,bad
140,140,GO _deck,2023-07-16T18:18:38Z,6124,https://www.youtube.com/watch?v=nEygCnU65NI,❮Tech Deck❯ Pro Series Daily Grind Pack,bad
141,141,GO _deck,2023-05-28T06:18:55Z,4474,https://www.youtube.com/watch?v=g3gFcNMjqP8,❮Tech Deck❯ DGK - Blabac Photo Series (Ultra Rare),bad
142,142,GO _deck,2023-05-28T02:46:24Z,477,https://www.youtube.com/watch?v=JndvDIe9z4Q,❮Tech Deck❯ Krooked - Yellow (Ultra Rare),bad
143,143,GO _deck,2023-05-10T19:58:55Z,451,https://www.youtube.com/watch?v=f8iqhfRzbC8,❮Tech Deck❯ Disorder - Abstrakt (Ultra Rare),bad
144,144,GO _deck,2023-05-10T06:18:34Z,4832,https://www.youtube.com/watch?v=Vm7MUPC9SHM,❮Tech Deck❯  Primitive RPM - Performance Series,bad
145,145,GO _deck,2023-05-03T00:12:30Z,1759,https://www.youtube.com/watch?v=5fssY4gNznk,❮Tech Deck❯ DGK Platinum Deck (Ultra Rare),bad
146,146,GO _deck,2023-04-29T02:12:45Z,1407,https://www.youtube.com/watch?v=O2MmM58g9t4,❮Tech Deck❯ Revive - Gradient Lifeline (Common),bad
147,147,GO _deck,2023-03-27T09:12:29Z,2066,https://www.youtube.com/watch?v=6-MIyKA9fGg,❮Tech Deck❯ Primitive Skateboards - Blabac Photo Series (Ultra Rare),bad
