,channel_name,published_date,view_count,video_url,title
197,NowThis News,2023-02-28T16:00:01Z,170997,https://www.youtube.com/watch?v=wJpp1sfWcVU,Podiatrist Turns Her Love of Knitting Into a Thriving Business
11,BBC News,2023-12-07T22:23:57Z,167236,https://www.youtube.com/watch?v=1J1PYVDf9z4,Putin described as 'most intelligent gentleman' by former Austrian foreign minister | BBC News
122,The Daily Show,2023-11-30T13:12:17Z,160053,https://www.youtube.com/watch?v=Kb2vYvqC6ro,Are Reverse Mortgages a Scam? | The Daily Show
69,NBC News,2023-12-08T05:00:19Z,156141,https://www.youtube.com/watch?v=O5sfmO-jDwU,"Hunter Biden hit with 9 tax-related charges, including 3 felony counts"
196,NowThis News,2023-03-08T14:59:57Z,155951,https://www.youtube.com/watch?v=AVwVfrC9XgI,Siblings Gives Back to Haiti With Natural Beauty Products
190,NowThis News,2023-11-30T17:35:37Z,149352,https://www.youtube.com/watch?v=WGMHudIW6Dw,Throwback to Bernie Sanders' Condemnation of Henry Kissinger's Actions as Secretary of State
25,BBC News,2023-12-06T10:30:01Z,146423,https://www.youtube.com/watch?v=7DL-IC7JDW8,Ukrainian President Volodymyr Zelensky cancels US Senate briefing amid funding row - BBC News
142,The Daily Show,2022-07-21T03:29:05Z,144926,https://www.youtube.com/watch?v=Z66QGRScl2I,"Jenny Slate - Telling a Heart-Wrenching, Feel-Good Story with Marcel the Shell | The Daily Show"
182,The F Word,2023-01-27T17:00:32Z,140403,https://www.youtube.com/watch?v=fdzR7Ew-Wlw,Gordon Tries Maggot Infested Cheese! #shorts
8,BBC News,2023-12-08T09:06:39Z,132454,https://www.youtube.com/watch?v=xR8XNfdARxk,US steps up criticism of Israelâ€™s military offensive in Gaza - BBC News
40,BBC News,2023-12-04T16:00:04Z,128636,https://www.youtube.com/watch?v=NW5NFSXDz7g,"Russian general killed in Ukraine, official confirms â€“ BBC News"
28,BBC News,2023-12-05T17:40:09Z,125291,https://www.youtube.com/watch?v=ZTtdR94f_7A,UN warns 'even more hellish' scenario to unfold in the Gaza Strip | BBC News
121,The Daily Show,2023-11-30T21:51:27Z,122175,https://www.youtube.com/watch?v=iwOsh-jg4zA,Red Lobster really underestimated how much people like shrimp #dailyshow #trump #redlobster
48,BBC News,2023-12-03T10:16:29Z,121722,https://www.youtube.com/watch?v=kpQG89oxEVo,Race to recycle wind turbines in Denmark - BBC News
89,NBC News,2023-12-07T23:30:39Z,120939,https://www.youtube.com/watch?v=vG-g1I55_WE,Meet the Press NOW â€“ Dec. 7
131,The Daily Show,2022-08-03T03:27:07Z,118888,https://www.youtube.com/watch?v=qODLKGy8kqo,Alec Karakatsanis - Media Perpetuating Copaganda | The Daily Show
37,BBC News,2023-12-04T21:30:08Z,117643,https://www.youtube.com/watch?v=cdv2au39Z1s,Kayaker's breathtaking 20m drop down ice waterfall in Norway | BBC News
118,The Daily Show,2023-12-01T19:02:17Z,115727,https://www.youtube.com/watch?v=2BXzNu3_6fE,"""You can control people when you have fear."" Dr. Fischbein on why childbirth is so feared #dailyshow"
125,The Daily Show,2023-11-29T13:40:34Z,115472,https://www.youtube.com/watch?v=MQrpXEF3pZE,"Is it Possible to Live ""Off the Grid"" in Manhattan? | The Daily Show"
110,The Daily Show,2023-12-05T21:38:13Z,112055,https://www.youtube.com/watch?v=0bObf0RfCBQ,He really thought it would be a great idea to pull out a poop map during a debate. #dailyshow
198,NowThis News,2023-01-07T15:59:56Z,107662,https://www.youtube.com/watch?v=aAFB4bAis0g,Pete Buttigieg Schools Fox News Anchor on Question About His Marriage
115,The Daily Show,2023-12-03T19:00:02Z,105399,https://www.youtube.com/watch?v=5UTqsWtz1po,Funny how Trump claims Latinos are poisoning the blood of the country when his blood is 99% Big Mac
79,NBC News,2023-12-08T02:30:15Z,97835,https://www.youtube.com/watch?v=f-MHO_MUbsI,Hallie Jackson NOW - Dec. 7 | NBC News NOW
18,BBC News,2023-12-06T21:14:46Z,97273,https://www.youtube.com/watch?v=EIVsqtJiOAU,UNLV shooting: Las Vegas police say suspect in university shooting found dead | BBC News
21,BBC News,2023-12-06T14:00:43Z,92518,https://www.youtube.com/watch?v=uz_CX0h2Uh8,US election 2024: Joe Biden says stopping Donald Trump is motivation to run | BBC News
64,NBC News,2023-12-08T13:09:42Z,90561,https://www.youtube.com/watch?v=H9gEXHshaqI,This Morningâ€™s Top Headlines â€“ Dec. 8
14,BBC News,2023-12-07T12:00:39Z,83947,https://www.youtube.com/watch?v=ibomw8Ea1Vk,Israel Nova festival attack: Thousands of survivors facing mental health challenges - BBC News
17,BBC News,2023-12-06T23:05:18Z,83395,https://www.youtube.com/watch?v=X6xn2vt1Fj0,Boris Johnson apologises for UKâ€™s handling of Covid pandemic | BBC News
78,NBC News,2023-12-08T03:03:35Z,83080,https://www.youtube.com/watch?v=wflq785VBks,Fallout to testimony from presidents of Harvard and University of Pennsylvania
114,The Daily Show,2023-12-04T13:00:28Z,75614,https://www.youtube.com/watch?v=_CkAiq_gJ0A,Desi & Jordan Starstruck by Gloria Steinem & Paul McCartney - After the Cut | The Daily Show
191,The F Word,2022-11-11T17:00:01Z,74725,https://www.youtube.com/watch?v=0taGg9xSNcU,Gordon's Rarest Insults #shorts
188,NowThis News,2023-12-01T16:35:07Z,74431,https://www.youtube.com/watch?v=XUI0Yxqdk8g,Top Moments From George Santos' Short Career
30,BBC News,2023-12-05T13:25:31Z,67207,https://www.youtube.com/watch?v=mgqbQxngHrY,Inside the violent world of London's luxury watch thieves | BBC News
187,The F Word,2022-12-23T17:00:10Z,65380,https://www.youtube.com/watch?v=L5anT2daTgc,30 Second Sprouts! #shorts
111,The Daily Show,2023-12-05T13:27:28Z,62809,https://www.youtube.com/watch?v=PA8q2-niyd8,Charlamagne Judges People's Spotify Wrapped | The Daily Show
116,The Daily Show,2023-12-02T19:03:00Z,58606,https://www.youtube.com/watch?v=t3EgC_z8DV8,Rep #JeffJackson on why he thinks TikTok is a great platform to reach his constituents
2,BBC News,2023-12-08T16:30:00Z,58576,https://www.youtube.com/watch?v=1NExJOx-G_U,Vladimir Putin to stand for fifth term as Russian president - BBC News
157,NowThis News,2023-12-07T23:05:45Z,55859,https://www.youtube.com/watch?v=15TMkxU_YJo,Donald Trump Returns to NY for Civil Fraud Trial
49,BBC News,2023-12-02T17:37:02Z,54779,https://www.youtube.com/watch?v=IuNalIxb1X4,COP28: UN climate talks go big on ending fossil fuels | BBC News
156,The F Word,2023-07-21T16:00:47Z,53076,https://www.youtube.com/watch?v=zfF9wfjMmtw,"Liam Gallagher calls Gordon's sweet potato ""bobbins"" #shorts #gordonramsay #thefword"
106,The Daily Show,2023-12-06T16:11:12Z,50299,https://www.youtube.com/watch?v=ole2AiMwq8w,"Doesn't one long vacation sound nice, Justice Thomas? #dailyshow #supremecourt #shorts"
60,NBC News,2023-12-08T16:20:30Z,48940,https://www.youtube.com/watch?v=eHgN53_nDf0,Morning News NOW Full Broadcast â€“ Dec. 08
44,BBC News,2023-12-04T09:15:48Z,48189,https://www.youtube.com/watch?v=x9jYG09QBE0,Mount Marapi: Eleven hikers killed as volcano erupts in Indonesia â€“ BBC News
101,The Daily Show,2023-12-08T13:58:53Z,46318,https://www.youtube.com/watch?v=mhcfpoJWw_8,Charlamagne Unpacks America's Obsession with Celebrity Politicians - LSS | The Daily Show
199,The F Word,2022-07-18T16:02:51Z,45458,https://www.youtube.com/watch?v=-TEtCVQrZl4,Fresh Pea Soup Recipe | The F Word
13,BBC News,2023-12-07T15:55:36Z,44731,https://www.youtube.com/watch?v=4LVXo5llopY,UK PM Rishi Sunak urges Tory MPs to back his Rwanda asylum plan - BBC News
102,The Daily Show,2023-12-08T04:29:50Z,41719,https://www.youtube.com/watch?v=J7rE4V8rNtw,Jelly Roll - â€œWhitsitt Chapelâ€ | The Daily Show
46,BBC News,2023-12-03T12:08:36Z,40605,https://www.youtube.com/watch?v=hk-vnrt_zCg,Moment earthquake hits the Philippines island of Mindanao. #Shorts #Philippines #BBCNews
108,The Daily Show,2023-12-06T04:27:58Z,40510,https://www.youtube.com/watch?v=dm7lSygwHjw,"Robin Thede - ""Candy Cane Lane"" & The Legacy of ""A Black Lady Sketch Show"" | The Daily Show"
183,The F Word,2023-01-13T17:00:24Z,39612,https://www.youtube.com/watch?v=LflOu1zqZYU,Dannii Minogue's Hairdresser Gets The Chop #shorts
188,The F Word,2022-12-09T17:00:40Z,39296,https://www.youtube.com/watch?v=znMi_O-E8dc,Kim and Gordon Share A Moment #shorts
155,The F Word,2023-08-04T16:00:46Z,37697,https://www.youtube.com/watch?v=sjp5qV25moI,Dizzee Rascal amuses Gordon with his record label logo ðŸ˜‚ ðŸ’© #shorts #gordonramsay #thefword
99,NBC News,2023-12-07T17:23:33Z,37693,https://www.youtube.com/watch?v=J5mighh9rpA,LeBron James blasts U.S. gun laws following UNLV shooting
172,The F Word,2023-04-14T16:00:16Z,37011,https://www.youtube.com/watch?v=UBEyzPbV_zU,Gordon Has A Heart Attack #shorts
112,The Daily Show,2023-12-05T04:32:53Z,36962,https://www.youtube.com/watch?v=lKDgahu4IpY,S.A. Cosby -  â€œAll the Sinners Bleedâ€ & â€œBrokedown Prophetsâ€ | The Daily Show
104,The Daily Show,2023-12-07T21:08:31Z,35845,https://www.youtube.com/watch?v=ui9TVRzOWRY,What can Robin Thede say? All of Jesusâ€™s albums slap. #dailyshow #shorts #robinthede
176,The F Word,2023-03-03T17:00:28Z,35468,https://www.youtube.com/watch?v=h2korOw3Paw,I'm Not Your F***ing Mate! #shorts
3,BBC News,2023-12-08T15:58:24Z,35391,https://www.youtube.com/watch?v=Z7GVmNN7kq0,Why is Western aid to Ukraine falling? - BBC News
22,BBC News,2023-12-06T13:00:33Z,34622,https://www.youtube.com/watch?v=d4GlSZFBCHo,North Korea family who fled to South reveal daring escape by sea - BBC News
9,BBC News,2023-12-07T23:00:24Z,34405,https://www.youtube.com/watch?v=l32mkUgC27g,Google claims new Gemini AI 'thinks more carefully' | BBC News
31,BBC News,2023-12-05T12:17:02Z,33332,https://www.youtube.com/watch?v=pSYhL70aapw,UK Home Secretary James Cleverly visits Rwanda to sign new asylum treaty - BBC News
62,NBC News,2023-12-08T14:45:02Z,33148,https://www.youtube.com/watch?v=VEv5z29RXUg,"U.S. economy added 199,000 jobs in November"
158,The F Word,2023-06-30T16:00:18Z,32738,https://www.youtube.com/watch?v=CZsjqMXE7Fs,Gordon gives band McFly a new nameâ€¦ â€œMcSh*tâ€ #shorts #thefword #mcfly
84,NBC News,2023-12-08T01:15:04Z,32026,https://www.youtube.com/watch?v=z2zZ93FMtCk,"UNLV shooting suspect was career professor who was rejected from job, sheriff says"
39,BBC News,2023-12-04T17:50:19Z,31611,https://www.youtube.com/watch?v=yuRwxcgoX-M,A World War Two era bomb has been detonated off the coast on Denmark.  #Shorts #Denmark #BBCNews
168,The F Word,2023-05-12T16:00:27Z,31482,https://www.youtube.com/watch?v=oOVYcLhV2t0,Gordon Almost Gets Poisoned #shorts
192,The F Word,2022-11-11T17:00:16Z,31245,https://www.youtube.com/watch?v=PsumxLylga8,Gordon Gets A French Kiss! #shorts
190,The F Word,2022-11-18T17:00:44Z,31226,https://www.youtube.com/watch?v=fxvzvXQrmjs,1 Minute Recipes: Graham Norton's Peaches #shorts
180,The F Word,2023-02-10T17:00:01Z,31184,https://www.youtube.com/watch?v=-8BceNZnRyg,Sharon Osbourne Gets Spoon Fed #shorts
92,NBC News,2023-12-07T21:00:00Z,30423,https://www.youtube.com/watch?v=1heVaw0LEXg,Iranian president condemns Gaza â€˜genocideâ€™ in meeting with Putin
186,The F Word,2022-12-30T17:00:36Z,30048,https://www.youtube.com/watch?v=r_i4XYt-0z4,Happy New Year from Gordon and his yard of ale! #shorts
23,BBC News,2023-12-06T12:24:26Z,29606,https://www.youtube.com/watch?v=YpMpIxrl5wM,Jamie Foxx became emotional during an appearance after suffering a life-threatening illness. #Shorts
24,BBC News,2023-12-06T11:15:43Z,29424,https://www.youtube.com/watch?v=MTitOqt4-ns,ValÃ©rie Plante suddenly collapsed during a news conference on Tuesday. #Shorts #Montreal #BBCNews
171,The F Word,2023-04-21T16:00:27Z,28532,https://www.youtube.com/watch?v=PXod8-znWDk,Can You Milk A Horse?? #shorts
170,The F Word,2023-04-28T16:00:12Z,28245,https://www.youtube.com/watch?v=LU0VG0FbDEg,A Very Ramsay Proposal #shorts
42,BBC News,2023-12-04T13:13:03Z,27609,https://www.youtube.com/watch?v=HjAg2jLKlUw,Giant pandas leave Edinburgh Zoo for return to China - BBC News
32,BBC News,2023-12-05T11:58:07Z,26246,https://www.youtube.com/watch?v=yia6eF2KiyA,YouTuber Trevor Jacob jailed after crashing plane for views. #Shorts #TrevorJacob #Shorts #BBCNews
164,The F Word,2023-06-02T16:00:36Z,25436,https://www.youtube.com/watch?v=pD9WTR8Bf78,Gordon Can't Handle Cuthbert #shorts
177,The F Word,2023-02-24T17:00:09Z,24998,https://www.youtube.com/watch?v=COCdqjIiVjk,Gordon Ramsay Pranks James Corden! #shorts
178,The F Word,2023-02-17T17:00:33Z,24901,https://www.youtube.com/watch?v=bI6iPpTnUMk,Food Fight with Geri Halliwell! #shorts
83,NBC News,2023-12-08T01:30:06Z,24531,https://www.youtube.com/watch?v=GBwZy2nGCPA,Trump back in Manhattan courtroom for civil fraud trial after skipping debate
38,BBC News,2023-12-04T18:00:04Z,24048,https://www.youtube.com/watch?v=75UuArE1aW4,Israel-Gaza war: West Bank Palestinian children arrested by Israeli soldiers - BBC News
85,NBC News,2023-12-08T00:58:13Z,23567,https://www.youtube.com/watch?v=uLPvZdnM1Ho,New charges filed by special counsel against Hunter Biden
43,BBC News,2023-12-04T11:50:10Z,22667,https://www.youtube.com/watch?v=iZFqsFVzb9A,Eleven hikers were found dead near the crater of Indonesia's Marapi volcano.#Shorts #Marapi #BBCNews
41,BBC News,2023-12-04T15:54:47Z,22484,https://www.youtube.com/watch?v=fIHgtwiciPc,"Billie Eilish accused Variety magazine of ""outing"" her "". #Shorts #BillieEilish #Variety #BBCNews"
175,The F Word,2023-03-10T17:00:11Z,22404,https://www.youtube.com/watch?v=8ptDB8u7gpg,Gordon Gets A Giant Jaffa Cake #shorts
173,The F Word,2023-04-07T16:00:02Z,21848,https://www.youtube.com/watch?v=1VRRAUWeZXY,Amateur Chef Can't Cook Pasta #shorts
162,The F Word,2023-06-09T16:00:32Z,20986,https://www.youtube.com/watch?v=XiTX6oTsxPE,Gordon Milks A Cow #shorts
174,The F Word,2023-03-17T17:00:06Z,20839,https://www.youtube.com/watch?v=axpKutDsPFk,Ramsay's Burnt Toast Breakdown #shorts
169,The F Word,2023-05-05T16:00:47Z,20369,https://www.youtube.com/watch?v=XrrsXE5JpVw,75 Portions of Bass in the Bin #shorts
165,NowThis News,2023-12-06T22:33:53Z,19547,https://www.youtube.com/watch?v=hdkQ5GjLogQ,Newly Released Jan 6 Footage Blurs Rioters' Faces
177,NowThis News,2023-12-05T19:22:54Z,19485,https://www.youtube.com/watch?v=EBJ4AzO65JM,House Hearing on Universities' Handling of Antisemitism
12,BBC News,2023-12-07T19:10:48Z,19434,https://www.youtube.com/watch?v=jDL2jbb34As,Writer and poet Benjamin Zephaniah dies aged 65 - BBC News
184,The F Word,2023-01-09T17:00:05Z,19282,https://www.youtube.com/watch?v=64KPiHyrVPg,Katie Price's Kiev Face-off | The F Word
34,BBC News,2023-12-05T00:59:57Z,19215,https://www.youtube.com/watch?v=GXJR5oMfrZk,Grand Theft Auto VI trailer released early after leak. #GTAVI #ViceCity #BBCNews
97,NBC News,2023-12-07T18:00:12Z,19046,https://www.youtube.com/watch?v=Pe0qs1EKBcc,A Palestinian American student left paralyzed in a shooting leaves hospital
71,NBC News,2023-12-08T04:30:00Z,18853,https://www.youtube.com/watch?v=0agt11zi9r0,Denverâ€™s mayor says city faces migrant â€˜crisisâ€™
86,NBC News,2023-12-08T00:29:34Z,18110,https://www.youtube.com/watch?v=BxWPt8PxRDo,"Shots fired outside synagogue in Albany, suspect in custody"
